Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cum_Cured,Cum_Deaths,Cum_Confirmed,Cured,Deaths,Confirmed
2142,21/05/20,8:00 AM,Dadar Nagar Haveli,-,-,0,0,1,0,0,0
2176,22/05/20,8:00 AM,Dadar Nagar Haveli,-,-,0,0,1,0,0,0
2210,23/05/20,8:00 AM,Dadar Nagar Haveli,-,-,0,0,1,0,0,0
2244,24/05/20,8:00 AM,Dadar Nagar Haveli,-,-,0,0,2,0,0,1
2279,25/05/20,8:00 AM,Dadar Nagar Haveli,-,-,0,0,2,0,0,0
2314,26/05/20,8:00 AM,Dadar Nagar Haveli,-,-,0,0,2,0,0,0
2350,27/05/20,8:00 AM,Dadar Nagar Haveli,-,-,0,0,2,0,0,0
2386,28/05/20,8:00 AM,Dadar Nagar Haveli,-,-,0,0,2,0,0,0
2422,29/05/20,8:00 AM,Dadar Nagar Haveli,-,-,0,0,2,0,0,0
2458,30/05/20,8:00 AM,Dadar Nagar Haveli,-,-,0,0,2,0,0,0
2494,31/05/20,8:00 AM,Dadar Nagar Haveli,-,-,0,0,2,0,0,0
2530,01/06/20,8:00 AM,Dadar Nagar Haveli,-,-,0,0,2,0,0,0
2566,02/06/20,8:00 AM,Dadar Nagar Haveli,-,-,1,0,3,1,0,1
2602,03/06/20,8:00 AM,Dadar Nagar Haveli,-,-,1,0,4,0,0,1
2638,04/06/20,8:00 AM,Dadar Nagar Haveli,-,-,1,0,8,0,0,4
2674,05/06/20,8:00 AM,Dadar Nagar Haveli,-,-,1,0,12,0,0,4
2710,06/06/20,8:00 AM,Dadar Nagar Haveli,-,-,1,0,14,0,0,2
2746,07/06/20,8:00 AM,Dadar Nagar Haveli,-,-,1,0,19,0,0,5
2782,08/06/20,8:00 AM,Dadar Nagar Haveli,-,-,2,0,20,1,0,1
2818,09/06/20,8:00 AM,Dadar Nagar Haveli,-,-,2,0,22,0,0,2
2854,10/06/20,8:00 AM,Dadar Nagar Haveli,-,-,2,0,22,0,0,0
2890,11/06/20,8:00 AM,Dadar Nagar Haveli,-,-,2,0,26,0,0,4
2927,12/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,2,0,30,0,0,4
2963,13/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,2,0,30,0,0,0
2999,14/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,2,0,35,0,0,5
3035,15/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,2,0,36,0,0,1
3071,16/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,5,0,36,3,0,0
3107,17/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,9,0,45,4,0,9
3143,18/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,12,0,57,3,0,12
3179,19/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,13,0,58,1,0,1
3215,20/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,14,0,62,1,0,4
3251,21/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,26,0,68,12,0,6
3287,22/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,26,0,88,0,0,20
3323,23/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,27,0,91,1,0,3
3359,24/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,29,0,120,2,0,29
3395,25/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,30,0,120,1,0,0
3431,26/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,32,0,155,2,0,35
3467,27/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,41,0,163,9,0,8
3503,28/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,55,0,177,14,0,14
3539,29/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,60,0,178,5,0,1
3575,30/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,77,0,203,17,0,25
3611,01/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,82,0,213,5,0,10
3647,02/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,86,0,215,4,0,2
3683,03/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,89,0,230,3,0,15
3719,04/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,96,0,257,7,0,27
3755,05/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,96,0,271,0,0,14
3791,06/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,106,0,271,10,0,0
3827,07/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,114,0,297,8,0,26
3863,08/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,183,0,405,69,0,108
3899,09/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,184,0,408,1,0,3
3935,10/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,189,0,411,5,0,3
3971,11/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,211,0,459,22,0,48
4007,12/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,226,0,471,15,0,12
4043,13/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,245,0,479,19,0,8
4079,14/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,268,1,495,23,1,16
4115,15/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,310,1,520,42,0,25
4151,16/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,357,2,539,47,1,19
4187,17/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,371,2,552,14,0,13
4223,18/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,401,2,585,30,0,33
4259,19/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,414,2,602,13,0,17
4294,20/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,414,2,605,0,0,3
4329,21/07/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,448,2,684,34,0,79
2891,11/06/20,8:00 AM,Daman & Diu,-,-,0,0,2,0,0,0
35,02/03/20,6:00 PM,Delhi,1,0,0,0,1,0,0,0
39,03/03/20,6:00 PM,Delhi,1,0,0,0,1,0,0,0
43,04/03/20,6:00 PM,Delhi,1,0,0,0,1,0,0,0
46,05/03/20,6:00 PM,Delhi,2,0,0,0,2,0,0,1
52,06/03/20,6:00 PM,Delhi,3,0,0,0,3,0,0,1
63,07/03/20,6:00 PM,Delhi,3,0,0,0,3,0,0,0
72,08/03/20,6:00 PM,Delhi,3,0,0,0,3,0,0,0
85,09/03/20,6:00 PM,Delhi,4,0,0,0,4,0,0,1
88,10/03/20,6:00 PM,Delhi,4,0,0,0,4,0,0,0
99,11/03/20,6:00 PM,Delhi,5,0,0,0,5,0,0,1
110,12/03/20,6:00 PM,Delhi,6,0,0,0,6,0,0,1
123,13/03/20,6:00 PM,Delhi,6,0,0,0,6,0,0,0
136,14/03/20,6:00 PM,Delhi,7,0,1,1,7,1,1,1
150,15/03/20,6:00 PM,Delhi,7,0,2,1,7,1,0,0
164,16/03/20,6:00 PM,Delhi,7,0,2,1,7,0,0,0
179,17/03/20,6:00 PM,Delhi,8,0,2,1,8,0,0,1
194,18/03/20,6:00 PM,Delhi,9,1,2,1,10,0,0,2
212,19/03/20,6:00 PM,Delhi,11,1,3,1,12,1,0,2
231,20/03/20,6:00 PM,Delhi,16,1,5,1,17,2,0,5
251,21/03/20,6:00 PM,Delhi,25,1,5,1,26,0,0,9
274,22/03/20,6:00 PM,Delhi,28,1,5,1,29,0,0,3
297,23/03/20,6:00 PM,Delhi,28,1,5,1,29,0,0,0
320,24/03/20,6:00 PM,Delhi,29,1,6,1,30,1,0,1
344,25/03/20,6:00 PM,Delhi,30,1,6,1,31,0,0,1
371,26/03/20,6:00 PM,Delhi,35,1,6,1,36,0,0,5
398,27/03/20,10:00 AM,Delhi,35,1,6,1,36,0,0,0
425,28/03/20,6:00 PM,Delhi,38,1,6,1,39,0,0,3
452,29/03/20,7:30 PM,Delhi,-,-,6,2,49,0,1,10
479,30/03/20,9:30 PM,Delhi,-,-,6,2,87,0,0,38
507,31/03/20,8:30 PM,Delhi,-,-,6,2,97,0,0,10
536,01/04/20,7:30 PM,Delhi,-,-,6,2,152,0,0,55
565,02/04/20,6:00 PM,Delhi,-,-,8,4,219,2,2,67
595,03/04/20,6:00 PM,Delhi,-,-,8,4,219,0,0,0
626,04/04/20,6:00 PM,Delhi,-,-,15,6,445,7,2,226
656,05/04/20,6:00 PM,Delhi,-,-,18,7,503,3,1,58
686,06/04/20,6:00 PM,Delhi,-,-,19,7,523,1,0,20
716,07/04/20,6:00 PM,Delhi,-,-,21,7,576,2,0,53
747,08/04/20,5:00 PM,Delhi,-,-,21,9,576,0,2,0
778,09/04/20,5:00 PM,Delhi,-,-,21,9,669,0,0,93
809,10/04/20,5:00 PM,Delhi,-,-,25,13,898,4,4,229
840,11/04/20,5:00 PM,Delhi,-,-,25,14,903,0,1,5
871,12/04/20,5:00 PM,Delhi,-,-,25,19,1069,0,5,166
902,13/04/20,5:00 PM,Delhi,-,-,27,24,1154,2,5,85
934,14/04/20,5:00 PM,Delhi,-,-,30,28,1510,3,4,356
967,15/04/20,5:00 PM,Delhi,-,-,30,30,1561,0,2,51
1000,16/04/20,5:00 PM,Delhi,-,-,42,32,1578,12,2,17
1033,17/04/20,5:00 PM,Delhi,-,-,51,38,1640,9,6,62
1066,18/04/20,5:00 PM,Delhi,-,-,72,42,1707,21,4,67
1099,19/04/20,5:00 PM,Delhi,-,-,72,43,1893,0,1,186
1132,20/04/20,5:00 PM,Delhi,-,-,290,45,2003,218,2,110
1165,21/04/20,5:00 PM,Delhi,-,-,431,47,2081,141,2,78
1198,22/04/20,5:00 PM,Delhi,-,-,611,47,2156,180,0,75
1230,23/04/20,5:00 PM,Delhi,-,-,724,48,2248,113,1,92
1262,24/04/20,5:00 PM,Delhi,-,-,808,50,2376,84,2,128
1294,25/04/20,5:00 PM,Delhi,-,-,857,53,2514,49,3,138
1326,26/04/20,5:00 PM,Delhi,-,-,869,54,2625,12,1,111
1358,27/04/20,5:00 PM,Delhi,-,-,877,54,2918,8,0,293
1390,28/04/20,5:00 PM,Delhi,-,-,877,54,3108,0,0,190
1422,29/04/20,5:00 PM,Delhi,-,-,1078,54,3314,201,0,206
1454,30/04/20,5:00 PM,Delhi,-,-,1092,56,3439,14,2,125
1486,01/05/20,5:00 PM,Delhi,-,-,1094,59,3515,2,3,76
1518,02/05/20,5:00 PM,Delhi,-,-,1167,61,3738,73,2,223
1550,03/05/20,5:00 PM,Delhi,-,-,1256,64,4122,89,3,384
1582,04/05/20,5:00 PM,Delhi,-,-,1362,64,4549,106,0,427
1614,05/05/20,5:00 PM,Delhi,-,-,1431,64,4898,69,0,349
1647,06/05/20,8:00 AM,Delhi,-,-,1468,64,5104,37,0,206
1680,07/05/20,8:00 AM,Delhi,-,-,1542,65,5532,74,1,428
1713,08/05/20,8:00 AM,Delhi,-,-,1931,66,5980,389,1,448
1746,09/05/20,8:00 AM,Delhi,-,-,2020,68,6318,89,2,338
1779,10/05/20,8:00 AM,Delhi,-,-,2020,73,6542,0,5,224
1812,11/05/20,8:00 AM,Delhi,-,-,2069,73,6923,49,0,381
1845,12/05/20,8:00 AM,Delhi,-,-,2129,73,7233,60,0,310
1878,13/05/20,8:00 AM,Delhi,-,-,2512,86,7639,383,13,406
1911,14/05/20,8:00 AM,Delhi,-,-,2858,106,7998,346,20,359
1944,15/05/20,8:00 AM,Delhi,-,-,3045,115,8470,187,9,472
1977,16/05/20,8:00 AM,Delhi,-,-,3518,123,8895,473,8,425
2010,17/05/20,8:00 AM,Delhi,-,-,3926,129,9333,408,6,438
2043,18/05/20,8:00 AM,Delhi,-,-,4485,160,10054,559,31,721
2076,19/05/20,8:00 AM,Delhi,-,-,4485,168,10054,0,8,0
2109,20/05/20,8:00 AM,Delhi,-,-,4750,168,10554,265,0,500
2143,21/05/20,8:00 AM,Delhi,-,-,5192,176,11088,442,8,534
2177,22/05/20,8:00 AM,Delhi,-,-,5567,194,11659,375,18,571
2211,23/05/20,8:00 AM,Delhi,-,-,5897,208,12319,330,14,660
2245,24/05/20,8:00 AM,Delhi,-,-,6267,231,12910,370,23,591
2280,25/05/20,8:00 AM,Delhi,-,-,6540,261,13418,273,30,508
2315,26/05/20,8:00 AM,Delhi,-,-,6771,276,14053,231,15,635
2351,27/05/20,8:00 AM,Delhi,-,-,7223,288,14465,452,12,412
2387,28/05/20,8:00 AM,Delhi,-,-,7264,303,15257,41,15,792
2423,29/05/20,8:00 AM,Delhi,-,-,7495,316,16281,231,13,1024
2459,30/05/20,8:00 AM,Delhi,-,-,7846,398,17386,351,82,1105
2495,31/05/20,8:00 AM,Delhi,-,-,8075,416,18549,229,18,1163
2531,01/06/20,8:00 AM,Delhi,-,-,8478,473,19844,403,57,1295
2567,02/06/20,8:00 AM,Delhi,-,-,8746,523,20834,268,50,990
2603,03/06/20,8:00 AM,Delhi,-,-,9243,556,22132,497,33,1298
2639,04/06/20,8:00 AM,Delhi,-,-,9542,606,23645,299,50,1513
2675,05/06/20,8:00 AM,Delhi,-,-,9898,650,25004,356,44,1359
2711,06/06/20,8:00 AM,Delhi,-,-,10315,708,26334,417,58,1330
2747,07/06/20,8:00 AM,Delhi,-,-,10664,761,27654,349,53,1320
2783,08/06/20,8:00 AM,Delhi,-,-,10664,761,27654,0,0,0
2819,09/06/20,8:00 AM,Delhi,-,-,11357,874,29943,693,113,2289
2855,10/06/20,8:00 AM,Delhi,-,-,11861,905,31309,504,31,1366
2892,11/06/20,8:00 AM,Delhi,-,-,12245,984,32810,384,79,1501
2928,12/06/20,8:00 AM,Delhi,-,-,12731,1085,34687,486,101,1877
2964,13/06/20,8:00 AM,Delhi,-,-,13398,1214,36824,667,129,2137
3000,14/06/20,8:00 AM,Delhi,-,-,14945,1271,38958,1547,57,2134
3036,15/06/20,8:00 AM,Delhi,-,-,15823,1327,41182,878,56,2224
3072,16/06/20,8:00 AM,Delhi,-,-,16427,1400,42829,604,73,1647
3108,17/06/20,8:00 AM,Delhi,-,-,16500,1837,44688,73,437,1859
3144,18/06/20,8:00 AM,Delhi,-,-,17457,1904,47102,957,67,2414
3180,19/06/20,8:00 AM,Delhi,-,-,21341,1969,49979,3884,65,2877
3216,20/06/20,8:00 AM,Delhi,-,-,23569,2035,53116,2228,66,3137
3252,21/06/20,8:00 AM,Delhi,-,-,31294,2112,56746,7725,77,3630
3288,22/06/20,8:00 AM,Delhi,-,-,33013,2175,59746,1719,63,3000
3324,23/06/20,8:00 AM,Delhi,-,-,36602,2233,62655,3589,58,2909
3360,24/06/20,8:00 AM,Delhi,-,-,39313,2301,66602,2711,68,3947
3396,25/06/20,8:00 AM,Delhi,-,-,41437,2365,70390,2124,64,3788
3432,26/06/20,8:00 AM,Delhi,-,-,44765,2429,73780,3328,64,3390
3468,27/06/20,8:00 AM,Delhi,-,-,47091,2492,77240,2326,63,3460
3504,28/06/20,8:00 AM,Delhi,-,-,49301,2558,80188,2210,66,2948
3540,29/06/20,8:00 AM,Delhi,-,-,52607,2623,83077,3306,65,2889
3576,30/06/20,8:00 AM,Delhi,-,-,56235,2680,85161,3628,57,2084
3612,01/07/20,8:00 AM,Delhi,-,-,58348,2742,87360,2113,62,2199
3648,02/07/20,8:00 AM,Delhi,-,-,59992,2803,89802,1644,61,2442
3684,03/07/20,8:00 AM,Delhi,-,-,63007,2864,92175,3015,61,2373
3720,04/07/20,8:00 AM,Delhi,-,-,65624,2923,94695,2617,59,2520
3756,05/07/20,8:00 AM,Delhi,-,-,68256,3004,97200,2632,81,2505
3792,06/07/20,8:00 AM,Delhi,-,-,71339,3067,99444,3083,63,2244
3828,07/07/20,8:00 AM,Delhi,-,-,72088,3115,100823,749,48,1379
3864,08/07/20,8:00 AM,Delhi,-,-,74217,3165,102831,2129,50,2008
3900,09/07/20,8:00 AM,Delhi,-,-,78199,3213,104864,3982,48,2033
3936,10/07/20,8:00 AM,Delhi,-,-,82226,3258,107051,4027,45,2187
3972,11/07/20,8:00 AM,Delhi,-,-,84694,3300,109140,2468,42,2089
4008,12/07/20,8:00 AM,Delhi,-,-,87692,3334,110921,2998,34,1781
4044,13/07/20,8:00 AM,Delhi,-,-,89968,3371,112494,2276,37,1573
4080,14/07/20,8:00 AM,Delhi,-,-,91312,3411,113740,1344,40,1246
4116,15/07/20,8:00 AM,Delhi,-,-,93236,3446,115346,1924,35,1606
4152,16/07/20,8:00 AM,Delhi,-,-,95699,3487,116993,2463,41,1647
4188,17/07/20,8:00 AM,Delhi,-,-,97693,3545,118645,1994,58,1652
4224,18/07/20,8:00 AM,Delhi,-,-,99301,3571,120107,1608,26,1462
4260,19/07/20,8:00 AM,Delhi,-,-,101274,3597,121582,1973,26,1475
4295,20/07/20,8:00 AM,Delhi,-,-,103134,3628,122793,1860,31,1211
4330,21/07/20,8:00 AM,Delhi,-,-,104918,3663,123747,1784,35,954
372,26/03/20,6:00 PM,Goa,3,0,0,0,3,0,0,0
399,27/03/20,10:00 AM,Goa,3,0,0,0,3,0,0,0
426,28/03/20,6:00 PM,Goa,3,0,0,0,3,0,0,0
453,29/03/20,7:30 PM,Goa,-,-,0,0,5,0,0,2
480,30/03/20,9:30 PM,Goa,-,-,0,0,5,0,0,0
508,31/03/20,8:30 PM,Goa,-,-,0,0,5,0,0,0
537,01/04/20,7:30 PM,Goa,-,-,0,0,5,0,0,0
566,02/04/20,6:00 PM,Goa,-,-,0,0,5,0,0,0
596,03/04/20,6:00 PM,Goa,-,-,0,0,6,0,0,1
627,04/04/20,6:00 PM,Goa,-,-,0,0,7,0,0,1
657,05/04/20,6:00 PM,Goa,-,-,0,0,7,0,0,0
687,06/04/20,6:00 PM,Goa,-,-,0,0,7,0,0,0
717,07/04/20,6:00 PM,Goa,-,-,0,0,7,0,0,0
748,08/04/20,5:00 PM,Goa,-,-,0,0,7,0,0,0
779,09/04/20,5:00 PM,Goa,-,-,0,0,7,0,0,0
810,10/04/20,5:00 PM,Goa,-,-,1,0,7,1,0,0
841,11/04/20,5:00 PM,Goa,-,-,1,0,7,0,0,0
872,12/04/20,5:00 PM,Goa,-,-,5,0,7,4,0,0
903,13/04/20,5:00 PM,Goa,-,-,5,0,7,0,0,0
935,14/04/20,5:00 PM,Goa,-,-,5,0,7,0,0,0
968,15/04/20,5:00 PM,Goa,-,-,5,0,7,0,0,0
1001,16/04/20,5:00 PM,Goa,-,-,5,0,7,0,0,0
1034,17/04/20,5:00 PM,Goa,-,-,6,0,7,1,0,0
1067,18/04/20,5:00 PM,Goa,-,-,6,0,7,0,0,0
1100,19/04/20,5:00 PM,Goa,-,-,6,0,7,0,0,0
1133,20/04/20,5:00 PM,Goa,-,-,7,0,7,1,0,0
1166,21/04/20,5:00 PM,Goa,-,-,7,0,7,0,0,0
1199,22/04/20,5:00 PM,Goa,-,-,7,0,7,0,0,0
1231,23/04/20,5:00 PM,Goa,-,-,7,0,7,0,0,0
1263,24/04/20,5:00 PM,Goa,-,-,7,0,7,0,0,0
1295,25/04/20,5:00 PM,Goa,-,-,7,0,7,0,0,0
1327,26/04/20,5:00 PM,Goa,-,-,7,0,7,0,0,0
1359,27/04/20,5:00 PM,Goa,-,-,7,0,7,0,0,0
1391,28/04/20,5:00 PM,Goa,-,-,7,0,7,0,0,0
1423,29/04/20,5:00 PM,Goa,-,-,7,0,7,0,0,0
1455,30/04/20,5:00 PM,Goa,-,-,7,0,7,0,0,0
1487,01/05/20,5:00 PM,Goa,-,-,7,0,7,0,0,0
1519,02/05/20,5:00 PM,Goa,-,-,7,0,7,0,0,0
1551,03/05/20,5:00 PM,Goa,-,-,7,0,7,0,0,0
1583,04/05/20,5:00 PM,Goa,-,-,7,0,7,0,0,0
1615,05/05/20,5:00 PM,Goa,-,-,7,0,7,0,0,0
1648,06/05/20,8:00 AM,Goa,-,-,7,0,7,0,0,0
1681,07/05/20,8:00 AM,Goa,-,-,7,0,7,0,0,0
1714,08/05/20,8:00 AM,Goa,-,-,7,0,7,0,0,0
1747,09/05/20,8:00 AM,Goa,-,-,7,0,7,0,0,0
1780,10/05/20,8:00 AM,Goa,-,-,7,0,7,0,0,0
1813,11/05/20,8:00 AM,Goa,-,-,7,0,7,0,0,0
1846,12/05/20,8:00 AM,Goa,-,-,7,0,7,0,0,0
1879,13/05/20,8:00 AM,Goa,-,-,7,0,7,0,0,0
1912,14/05/20,8:00 AM,Goa,-,-,7,0,7,0,0,0
1945,15/05/20,8:00 AM,Goa,-,-,7,0,14,0,0,7
1978,16/05/20,8:00 AM,Goa,-,-,7,0,15,0,0,1
2011,17/05/20,8:00 AM,Goa,-,-,7,0,17,0,0,2
2044,18/05/20,8:00 AM,Goa,-,-,7,0,29,0,0,12
2077,19/05/20,8:00 AM,Goa,-,-,7,0,38,0,0,9
2110,20/05/20,8:00 AM,Goa,-,-,7,0,46,0,0,8
2144,21/05/20,8:00 AM,Goa,-,-,7,0,50,0,0,4
2178,22/05/20,8:00 AM,Goa,-,-,7,0,52,0,0,2
2212,23/05/20,8:00 AM,Goa,-,-,16,0,54,9,0,2
2246,24/05/20,8:00 AM,Goa,-,-,16,0,55,0,0,1
2281,25/05/20,8:00 AM,Goa,-,-,19,0,66,3,0,11
2316,26/05/20,8:00 AM,Goa,-,-,19,0,67,0,0,1
2352,27/05/20,8:00 AM,Goa,-,-,28,0,67,9,0,0
2388,28/05/20,8:00 AM,Goa,-,-,37,0,68,9,0,1
2424,29/05/20,8:00 AM,Goa,-,-,38,0,69,1,0,1
2460,30/05/20,8:00 AM,Goa,-,-,41,0,69,3,0,0
2496,31/05/20,8:00 AM,Goa,-,-,41,0,70,0,0,1
2532,01/06/20,8:00 AM,Goa,-,-,42,0,70,1,0,0
2568,02/06/20,8:00 AM,Goa,-,-,42,0,71,0,0,1
2604,03/06/20,8:00 AM,Goa,-,-,57,0,79,15,0,8
2640,04/06/20,8:00 AM,Goa,-,-,57,0,79,0,0,0
2676,05/06/20,8:00 AM,Goa,-,-,57,0,166,0,0,87
2712,06/06/20,8:00 AM,Goa,-,-,65,0,196,8,0,30
2748,07/06/20,8:00 AM,Goa,-,-,65,0,267,0,0,71
2784,08/06/20,8:00 AM,Goa,-,-,65,0,300,0,0,33
2820,09/06/20,8:00 AM,Goa,-,-,67,0,330,2,0,30
2856,10/06/20,8:00 AM,Goa,-,-,67,0,359,0,0,29
2893,11/06/20,8:00 AM,Goa,-,-,67,0,387,0,0,28
2929,12/06/20,8:00 AM,Goa,-,-,67,0,417,0,0,30
2965,13/06/20,8:00 AM,Goa,-,-,69,0,463,2,0,46
3001,14/06/20,8:00 AM,Goa,-,-,70,0,523,1,0,60
3037,15/06/20,8:00 AM,Goa,-,-,74,0,564,4,0,41
3073,16/06/20,8:00 AM,Goa,-,-,85,0,592,11,0,28
3109,17/06/20,8:00 AM,Goa,-,-,85,0,629,0,0,37
3145,18/06/20,8:00 AM,Goa,-,-,96,0,656,11,0,27
3181,19/06/20,8:00 AM,Goa,-,-,109,0,705,13,0,49
3217,20/06/20,8:00 AM,Goa,-,-,118,0,725,9,0,20
3253,21/06/20,8:00 AM,Goa,-,-,129,0,754,11,0,29
3289,22/06/20,8:00 AM,Goa,-,-,129,0,754,0,0,0
3325,23/06/20,8:00 AM,Goa,-,-,152,1,864,23,1,110
3361,24/06/20,8:00 AM,Goa,-,-,205,1,909,53,0,45
3397,25/06/20,8:00 AM,Goa,-,-,289,2,951,84,1,42
3433,26/06/20,8:00 AM,Goa,-,-,335,2,995,46,0,44
3469,27/06/20,8:00 AM,Goa,-,-,370,2,1039,35,0,44
3505,28/06/20,8:00 AM,Goa,-,-,420,2,1128,50,0,89
3541,29/06/20,8:00 AM,Goa,-,-,478,3,1198,58,1,70
3577,30/06/20,8:00 AM,Goa,-,-,478,3,1198,0,0,0
3613,01/07/20,8:00 AM,Goa,-,-,596,3,1315,118,0,117
3649,02/07/20,8:00 AM,Goa,-,-,670,4,1387,74,1,72
3685,03/07/20,8:00 AM,Goa,-,-,734,4,1482,64,0,95
3721,04/07/20,8:00 AM,Goa,-,-,734,4,1482,0,0,0
3757,05/07/20,8:00 AM,Goa,-,-,825,6,1684,91,2,202
3793,06/07/20,8:00 AM,Goa,-,-,936,7,1761,111,1,77
3829,07/07/20,8:00 AM,Goa,-,-,1061,7,1813,125,0,52
3865,08/07/20,8:00 AM,Goa,-,-,1156,8,1903,95,1,90
3901,09/07/20,8:00 AM,Goa,-,-,1207,8,2039,51,0,136
3937,10/07/20,8:00 AM,Goa,-,-,1273,9,2151,66,1,112
3973,11/07/20,8:00 AM,Goa,-,-,1347,9,2251,74,0,100
4009,12/07/20,8:00 AM,Goa,-,-,1428,12,2368,81,3,117
4045,13/07/20,8:00 AM,Goa,-,-,1487,14,2453,59,2,85
4081,14/07/20,8:00 AM,Goa,-,-,1540,17,2583,53,3,130
4117,15/07/20,8:00 AM,Goa,-,-,1607,18,2753,67,1,170
4153,16/07/20,8:00 AM,Goa,-,-,1674,18,2951,67,0,198
4189,17/07/20,8:00 AM,Goa,-,-,1817,19,3108,143,1,157
4225,18/07/20,8:00 AM,Goa,-,-,1946,21,3304,129,2,196
4261,19/07/20,8:00 AM,Goa,-,-,2038,21,3484,92,0,180
4296,20/07/20,8:00 AM,Goa,-,-,2218,22,3657,180,1,173
4331,21/07/20,8:00 AM,Goa,-,-,2361,23,3853,143,1,196
232,20/03/20,6:00 PM,Gujarat,5,0,0,0,5,0,0,0
252,21/03/20,6:00 PM,Gujarat,7,0,0,0,7,0,0,2
275,22/03/20,6:00 PM,Gujarat,18,0,0,1,18,0,1,11
298,23/03/20,6:00 PM,Gujarat,29,0,0,1,29,0,0,11
321,24/03/20,6:00 PM,Gujarat,32,1,0,1,33,0,0,4
345,25/03/20,6:00 PM,Gujarat,37,1,0,1,38,0,0,5
373,26/03/20,6:00 PM,Gujarat,42,1,0,3,43,0,2,5
400,27/03/20,10:00 AM,Gujarat,42,1,0,3,43,0,0,0
427,28/03/20,6:00 PM,Gujarat,44,1,0,3,45,0,0,2
454,29/03/20,7:30 PM,Gujarat,-,-,1,5,58,1,2,13
481,30/03/20,9:30 PM,Gujarat,-,-,1,6,69,0,1,11
509,31/03/20,8:30 PM,Gujarat,-,-,3,6,73,2,0,4
538,01/04/20,7:30 PM,Gujarat,-,-,5,6,82,2,0,9
567,02/04/20,6:00 PM,Gujarat,-,-,8,7,87,3,1,5
597,03/04/20,6:00 PM,Gujarat,-,-,10,8,95,2,1,8
628,04/04/20,6:00 PM,Gujarat,-,-,14,10,105,4,2,10
658,05/04/20,6:00 PM,Gujarat,-,-,18,11,122,4,1,17
688,06/04/20,6:00 PM,Gujarat,-,-,22,12,144,4,1,22
718,07/04/20,6:00 PM,Gujarat,-,-,25,13,165,3,1,21
749,08/04/20,5:00 PM,Gujarat,-,-,25,13,165,0,0,0
780,09/04/20,5:00 PM,Gujarat,-,-,25,16,179,0,3,14
811,10/04/20,5:00 PM,Gujarat,-,-,26,17,241,1,1,62
842,11/04/20,5:00 PM,Gujarat,-,-,31,19,308,5,2,67
873,12/04/20,5:00 PM,Gujarat,-,-,44,22,432,13,3,124
904,13/04/20,5:00 PM,Gujarat,-,-,47,26,539,3,4,107
